farm_id,code,add_code,addr1,addr2,addr3,f.add_code,f.addr1,f.addr2,f.addr3,p1.age,p1.sex,toddler,kinder,elem,middle,high,parents,child,teenager,age_c,index7
거제시_1_0_0_0,522711,4884039000,경상남도,남해군,창선면,4831057000,경상남도,거제시,장평동,24,1,0,0,0,0,0,0,0,0,1,4
거제시_1_0_0_0,480954,4886040000,경상남도,산청군,신등면,4831037000,경상남도,거제시,연초면,25,1,0,0,0,0,0,0,0,0,1,4
거제시_1_0_0_0,434334,4690035000,전라남도,진도군,지산면,4831054000,경상남도,거제시,아주동,34,1,0,0,0,0,0,0,0,0,1,4
거제시_1_0_0_0,506258,4831032000,경상남도,거제시,동부면,4831036000,경상남도,거제시,사등면,32,1,0,0,0,0,0,0,0,0,1,4
거제시_1_0_0_0,492418,4277037000,강원도,정선군,여량면,4831058000,경상남도,거제시,고현동,39,1,0,0,0,0,0,0,0,0,1,4
거제시_1_0_0_0,540594,4686033000,전라남도,함평군,학교면,4831057000,경상남도,거제시,장평동,33,1,0,0,0,0,0,0,0,0,1,4
거제시_1_0_0_0,523677,4831034000,경상남도,거제시,거제면,4831034000,경상남도,거제시,거제면,16,1,0,0,0,0,0,0,0,0,1,4
거제시_1_0_0_0,392776,4773040000,경상북도,의성군,구천면,4831056000,경상남도,거제시,옥포2동,37,1,0,0,0,0,0,0,0,0,1,4
거제시_1_0_0_0,422405,4477039000,충청남도,서천군,종천면,4831054000,경상남도,거제시,아주동,33,1,0,0,0,0,0,0,0,0,1,4
거제시_1_0_0_0,463750,4690025000,전라남도,진도군,진도읍,4831053000,경상남도,거제시,능포동,20,1,0,0,0,0,0,0,0,0,1,4
거제시_1_1_0_0,524895,4715036000,경상북도,김천시,어모면,4831036000,경상남도,거제시,사등면,33,1,1,0,0,0,0,0,1,0,1,3
거제시_1_1_0_0,540641,4579041000,전라북도,고창군,성내면,4831057000,경상남도,거제시,장평동,35,1,1,0,0,0,0,0,1,0,1,3
거제시_1_1_1_0,404780,4773044000,경상북도,의성군,다인면,4831054000,경상남도,거제시,아주동,34,1,0,1,0,0,1,0,1,1,1,3
거제시_2_0_0_0,492809,4479032000,충청남도,청양군,대치면,4831060000,경상남도,거제시,수양동,41,1,0,0,0,0,0,0,0,0,2,2
거제시_2_0_0_0,513312,4831039000,경상남도,거제시,장목면,4831039000,경상남도,거제시,장목면,46,1,0,0,0,0,0,0,0,0,2,2
거제시_2_0_0_0,495744,4519039000,전라북도,남원시,덕과면,4831053000,경상남도,거제시,능포동,48,1,0,0,0,0,0,0,0,0,2,2
거제시_2_0_0_0,548237,4833032000,경상남도,양산시,원동면,4831057000,경상남도,거제시,장평동,41,1,0,0,0,0,0,0,0,0,2,2
