,rn,total_cnt,file_infos,regist_id,regist_nm,regist_dt,regist_date,updt_id,updt_nm,updt_dt,updt_date,data_id,data_nm,dataset_nm,dataset_dc,data_dc,cl_code,cl_full_nm,cl_nm_new,grid_provd_ennc,file_provd_ennc,api_provd_ennc,link_provd_ennc,raw_data_provd_ennc,entity_id,api_id,provd_instt_id,provd_instt_nm,jrsd_instt_code,jrsd_instt_nm,kwrd_one,kwrd_two,kwrd_three,job_charger_psitn,job_charger_nm,job_charger_tlphon_no,dataset_rm,lang,lang_nm,hold_stl_code,hold_stle_nm,updt_cycle_code,updt_cycle_nm,nxttrm_regist_prarnde,threeman_right_incls_ennc,ccl_code,ccl_nm,opn_year,realm_code,rdcnt,data_rm,tot_cnt,map_provd_ennc,chart_provd_ennc
723,724,1054,,,,2017.10.17,,,,,,20171017000000000866,임산물생산조사통계 (연도별),임산물통계(대국민포털),,150개 임산물 품목별 시군구별 생산량 및 생산액 통계를 제공함 (현 2015년 자료 제공중),1201,산림 > 산림자원,,,,,Y,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,152,,0,,
724,725,1054,,,,2017.10.17,,,,,,20171017000000000867,산림용 종묘가격 성묘,산림사업용 묘목 가격,,2016년에 생산된 성묘의 가격 정보입니다.,1201,산림 > 산림자원,,,Y,,,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,105,,0,,
725,726,1054,,,,2017.10.17,,,,,,20171017000000000869,산림용 종묘가격 유묘,산림사업용 묘목 가격,,2016년에 생산된 유묘의 가격 정보입니다.,1201,산림 > 산림자원,,,Y,,,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,67,,0,,
726,727,1054,,,,2017.10.17,,,,,,20171017000000000871,국립산림품종관리센터 품종보호 출원 현황,품종보호출원,,"품종보호 출원 현황(순번,출원번호,일반명,작물구분,품종명칭,대조품종,상태,출원인 업종 구분,출원일자,공개번호,공개일자,공보 회차,명칭등록번호,출원공고,품종보호등록번호,등록일자 등)",1906,농축산기술 > 종자,,,Y,,,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,11,,0,,
727,728,1054,,,,2017.10.17,,,,,,20171017000000000879,식물종자정보 조회,식물자원 서비스,,식물종자정보 검색을 이용한 검색결과 데이터를 상세조회 할 수 있는 기능,1201,산림 > 산림자원,,,,Y,,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,192,,0,,
728,729,1054,,,,2017.10.23,,,,,,20171023000000000895,축산물통합이력정보제공,축산물품질평가원 축산물이력정보,,"① 소·돼지 이력번호, 묶음번호를 통해 사육(출생일자, 소의 품종, 성별), 이동(농장, 이동구분, 사육지), 도축(도축장, 도축일자, 도축검사정보, 등급), 유통정보(포장처리일자, 업소명, 판매장) 등을 조회는 ②축산물통합이력정보 제공 기능",2202,식품안전 > 이력추적,,,,Y,,,,,201410120009,축산물품질평가원,,,,,,,,,,,,,,,,,,,,,open,480,,0,,
729,730,1054,,,,2017.11.28,,,,,,20171128000000000919,2015년 공영도매시장별 시장 종사자 현황,농산물 도매시장 현황,,공영도매시장별 시장 종사자 현황 정보,1303,유통 > 유통관리,,Y,Y,Y,,Y,TI_MAFRA_S_WHMKT_DISTSN_PLMHS,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,203,,0,,
730,731,1054,,,,2018.10.18,,,,,,20181018000000000950,국립종자원_품종코드_20180514,국립종자원 작물 및 품종 코드,,"국립종자원 품종보호시스템에서 사용하는 품종 코드정보
",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,157,,0,,
731,732,1054,,,,2018.10.18,,,,,,20181018000000000956,종자 생산판매 신고 현황(2018.8.기준),종자수입생산판매 신고 정보,,"1997년부터 2018년 8월까지 종자 생판신고 정보(신고일,신고필증,작물명,품종명,신고인)",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,67,,0,,
732,733,1054,,,,2018.10.19,,,,,,20181019000000000970,"(동영상)이순신 창조,적극적 사고로 홀로서다_20180928",동영상 강의 정보,,"농식품공무원교육원 동영상 강의(임진왜란과 이순신, 이순신 리더십의 본질 등)
",1600,교육,,,N,,Y,,,,201410120006,농식품공무원교육원,,,,,,,,,,,,,,,,,,,,,open,60,,0,,
733,734,1054,,,,2018.10.19,,,,,,20181019000000000973,국립농산물품질관리원 농산물우수관리(GAP) 시설정보,GAP인증정보,,"국립농산물품질관리원에서 관리하는 농산물우수관리(GAP) 시설정보(지정번호, 관리시설명칭, 운영구분, 대표자, 소재지, 지정일자)
",2301,품질관리 > 인증,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,197,,0,,
734,735,1054,,,,2018.10.19,,,,,,20181019000000000974,국립농산물품질관리원 농산물우수관리(GAP) 인증농가 현황,GAP인증정보,,"국립농산물품질관리원에서 관리하는 농산물우수관리(GAP) 인증농가 현황 정보(인증번호, 생산단체명, 생산자명, 소재지, 품목, 재배면적, 생산계획량)
",2301,품질관리 > 인증,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,318,,0,,
735,736,1054,,,,2018.10.22,,,,,,20181022000000000986,(1990~2011년)화훼류재배현황,화훼류 재배현황,,"화훼 품목별 재배면적, 농가수, 생산액, 시설유형 등 통계자료
",1002,농산 > 원예작물,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,92,,0,,
736,737,1054,,,,2018.10.22,,,,,,20181022000000000987,2013년 화훼류 재배현황,화훼류 재배현황,,"2013년 시도별 화훼류 재배현황, 품목별 재배현황 및 재배농가현황 등",1002,농산 > 원예작물,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,81,,0,,
737,738,1054,,,,2018.10.22,,,,,,20181022000000000988,화훼류 재배현황조사,화훼류 재배현황,,"화훼를 재배하는 전 농가에 대한 화훼 품목별 재배면적, 농가수, 생산액, 시설유형 통계조회 서비스",1002,농산 > 원예작물,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,185,,0,,
738,739,1054,,,,2018.10.22,,,,,,20181022000000000989,한국외식업경기지수 조사결과,한국외식업경기지수,,"2014년 한국외식업경기지수(업종별, 지역별, 규모별 등) 조사 결과자료
2014년 한국외식업경기지수 조사결과(지역별, 프랜차이즈 동향)",2105,식품산업 > 통계,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,135,,0,,
739,740,1054,,,,2018.10.22,,,,,,20181022000000000990,축산관계자 출국신고 현황,농림축산검역본부 축산관계자 출국신고 현황,,"축산관계자 출국신고의 출입국일, 신고방법, 이용항만 등 제공(2017.6.3~2018.6.2)",2001,검역 > 검사검수,,,N,,,Y,,,201410120004,농림축산검역본부,,,,,,,,,,,,,,,,,,,,,open,217,,0,,
740,741,1054,,,,2018.10.23,,,,,,20181023000000000991,한국외식업경기지수 결과보고서,한국외식업경기지수,,"한국외식업경기지수 결과에 관한 정보(업종별 경기기수, 고용동향, 투자지출동향, 식재료지출동향 등)
2014년 1분기 한국외식업경기지수 조사결과2(업종별 동향)
2014년 1분기 한국외식업경기지수 조사결과1(표본의 특성 및 변화)
2014년 1분기 한국외식업경기지수 결과 보고서(개요 및 내용, 보고서 요약)",2105,식품산업 > 통계,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,193,,0,,
741,742,1054,,,,2018.10.23,,,,,,20181023000000000992,전통식품산업 실태조사 부록자료,전통식품산업 실태조사,,"전통식품제조업체, 김치제조업제 등 실태조사 통계자료 등 부록자료",2101,식품산업 > 가공식품,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,151,,0,,
742,743,1054,,,,2018.10.23,,,,,,20181023000000000993,김치산업 통계조사,전통식품산업 실태조사,,김치산업 시장규모와 산업 전반 흐름을 파악을 위한 ?태조사 정보,2101,식품산업 > 가공식품,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,124,,0,,
743,744,1054,,,,2018.10.23,,,,,,20181023000000000994,김치산업 실태조사 결과,전통식품산업 실태조사,,"2012년 김치산업 실태조사(주요생산품목, 김치생산비중, 연간생산량, 매출액 추정치 등) 결과자료",2101,식품산업 > 가공식품,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,79,,0,,
744,745,1054,,,,2018.10.23,,,,,,20181023000000000995,유기농업자재 시험연구기관 지정현황,유기농업자재 현황,,유기농업자재 시험연구기관 지정현황(2014.5월기준) 자료,1907,농축산기술 > 농자재,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,285,,0,,
745,746,1054,,,,2018.10.23,,,,,,20181023000000000996,유기가공식품 현황,유기가공식품 현황,,"유기가공식품 인증기관 지정현황, 국가별 인증업체 및 제품수, 국가별 인증실적 변동현황 등 유기가공식품 현황자료(2014.8월)",2301,품질관리 > 인증,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,181,,0,,
746,747,1054,,,,2018.10.23,,,,,,20181023000000000997,2013년 외식업트렌드 조사결과,외식업 트렌드 조사,,2013년 국내외 외식업 트렌드 조사 및 외식업 마케팅 전략,2103,식품산업 > 외식산업,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,263,,0,,
747,748,1054,,,,2018.11.06,,,,,,20181106000000001011,승용마 조회 서비스,한국마사회 승용마 정보,,saddle horse View service,1800,말산업,,,,Y,,,,,201410120012,한국마사회,,,,,,,,,,,,,,,,,,,,,open,459,,0,,
748,749,1054,,,,2019.02.12,,,,,,20190212000000001047,새만금유역 수위계측정보(2017년) ,새만금수위 및 방조제 계측 정보,,국농어촌공사 새만금유역 수위계측정보(신시도 수위정보-일별/분단위/최대/최소/평균/표준편차),1402,농지용수 > 농업용수,,,Y,,,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,584,,0,,
749,750,1054,,,,2019.07.10,,,,,,20190710000000001094,"팜맵기반의 기상, 토양, 병해충발생 정보 ","팜맵기반의 기상, 토양, 병해충발생 정보",,"현장을 반영한 농경지 전자지도인 팜맵을 기반으로 농업기상, 토양, 병해충발생정보를 융.복합하여 개방데이터 제공 ",1401,농지용수 > 농지,,,,Y,Y,,,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,602,,0,,
750,751,1054,,,,2019.10.10,,,,,,20191010000000001097,농림축산식품부_미래성장산업을 이끄는 우수 농업인들(2015) ,농림축산식품부_ 핵심개혁과제 추진사례 정보,,농림축산식품부에서 발행한 핵심개혁과제 추진사례집(미래성장산업을이끄는우수농업인들)입니다. ,1910,농축산기술 > 영농,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,26,,0,,
751,752,1054,,,,2019.10.10,,,,,,20191010000000001107,ICT 융합기반 행복한 농촌만들기 프로젝트 최종보고서(2016),농림축산식품부_ICT융합기반행복한농촌만들기프로젝트최종보고서,,농림축산식품부에서 발행한 정책연구용역(ICT융합기반행복한농촌만들기프로젝트) 최종보고서입니다.,1702,농촌복지 > 농촌개발,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,5,,0,,
752,753,1054,,,,2019.10.10,,,,,,20191010000000001110,고려인삼 전시박물관 건립 추진방향 및 기본계획 연구,고려인삼 전시박물관 건립 추진방향 및 기본계획 연구,,고려인삼의 국내외 기존 소비계층 강화는 물론 새로운 소비층을 개발하기 위하여 고려인삼의 우수한 효능과 역사 문화를 적극적으로 홍보 및 마케팅하는 것이 필요하며 이를 위한 박물관 건립 추진에 대한 연구,1703,농촌복지 > 농촌관광,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,4,,0,,
753,754,1054,,,,2019.10.10,,,,,,20191010000000001140,오리닭등품목별현국가예찰및방역시스템개선방안연구,농림축산식품부_살처분이동통제범위등에대한오리닭등품목별현국가예찰및방역시스템의평가와개선방안연구,,농림축산식품부의 정책연구용역자료(살처분이동통제범위등에대한오리닭등품목별현국가예찰및방역시스템의평가와개선방안연구) 입니다,1910,농축산기술 > 영농,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,8,,0,,
754,755,1054,,,,2019.10.10,,,,,,20191010000000001141,샴페인 방식을 이용한 거품막걸리(2015),농림축산식품부_샴페인 방식을 이용한 거품막걸리,,농림축산식품부 과학기술정책과와 농업회사법인 이가수불(주)에서 편찬한 샴페인 방식을 이용한 거품막걸리 = Rice wine with bubble of champane method 자료입니다. ,1702,농촌복지 > 농촌개발,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,6,,0,,
755,756,1054,,,,2019.10.10,,,,,,20191010000000001151,농업관측 엽근채소- 양배추 장단기 가격&amp;반입량 동향_일간,농산물 거래동향,,양배추 품목에 대한 단기(최근 3개월) 및 장기(최근 5년) 거래 동향 정보 제공,1301,유통 > 유통가격,,,,,Y,,,,201410120015,농촌경제연구원,,,,,,,,,,,,,,,,,,,,,open,14,,0,,
756,757,1054,,,,2019.10.10,,,,,,20191010000000001165,농림축산식품부_양정자료(2019) ,농림축산식품부_양정자료 정보,,매년 양정자료 발간 ,1910,농축산기술 > 영농,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,8,,0,,
757,758,1054,,,,2019.10.10,,,,,,20191010000000001181,농림축산식품부_전국맛집기행(2014),농림축산식품부_전국맛집기행,,농가음식부터 궁중음식까지 전국 곳곳에 숨겨진 맛집을 찾아서 수집한 정보모음집입니다.,2102,식품산업 > 식품기업,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,24,,0,,
758,759,1054,,,,2019.10.10,,,,,,20191010000000001185,국립산림과학원_산림병해충도감(수시),국립산림과학원 산림과학연구정보,,"주요 산림병해충의 분포, 기주식물, 피해, 방제방법 등을 제공",1205,산림 > 연구정보,,,,,Y,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,30,,0,,
759,760,1054,,,,2019.10.10,,,,,,20191010000000001189,국립산림품종관리센터_업무협약현황(20190630),국립산림품종관리센터_업무협약 현황,,"국립산림품종관리센터에서 체결한 업무협약 정보(일자, 협약기관, 내용 등)",1204,산림 > 산림통계,,,Y,,N,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,4,,0,,
760,761,1054,,,,2019.10.11,,,,,,20191011000000001197,농림축산식품부_촌에 살고 촌에 웃고(2017) ,농림축산식품부_촌에살고촌에웃고,,농림축산식품부에서 발행한 귀농귀촌 우수사례집(촌에살고 촌에웃고)입니다. ,1703,농촌복지 > 농촌관광,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,16,,0,,
761,762,1054,,,,2019.10.11,,,,,,20191011000000001200,한국의 자연유산 곤충자원(2013) ,농림축산식품부_한국의 자연유산 곤충자원,,(사)한국곤충산업협회에서 제작한 곤충관련 연구자료(곤충을 이용한 매개치료 등) 모음 자료집입니다.,1910,농축산기술 > 영농,,,Y,,N,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,55,,0,,
762,763,1054,,,,2019.10.11,,,,,,20191011000000001201,한손에 잡히는 세금이야기(2018) ,농림축산식품부_한손에 잡히는 세금이야기,,"농업인을 위한 주요 세금(소득세, 재산세, 거래세 등) 설명자료입니다. ",1702,농촌복지 > 농촌개발,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,8,,0,,
763,764,1054,,,,2019.10.11,,,,,,20191011000000001202,한식 현지화를 위한 중국시장분석과 마케팅 전략개발(2014) ,농림축산식품부_한식 현지화를 위한 중국시장분석과 마케팅 전략개발,,"중국에 진출하려는 국내 외식기업의 경쟁력 강화를 위한 데이터 기반 중국 시장 분석, 시장세분화, 목표시장, 포지셔닝(STP)전략, 마케팅 전략 방향 도출, 통합적 마케팅 커뮤니케이션 전략, 신 메뉴 개발 컨셉 제안 자료 ",2402,농업정책 > 국외정책,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,24,,0,,
764,765,1054,,,,2019.10.11,,,,,,20191011000000001203,한우 6차 산업화 활성화 방안(2016) ,농림축산식품부_한우 6차 산업화 활성화 방안,,농림축산식품부 축산정책과에서 발간한 한우 6차 산업화 활성화 방안입니다. ,2107,식품산업 > 6차산업,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,25,,0,,
765,766,1054,,,,2019.10.11,,,,,,20191011000000001204,2013년 농수산물 도매시장 통계연보,농산물 도매시장 현황,,2013년 도매시장별 일반현황 및 거래동향 현황자료,1303,유통 > 유통관리,,,Y,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,64,,0,,
766,767,1054,,,,2018.11.06,,,,,,20181106000000001010,승마장 조회 서비스,한국마사회 승마 정보,,"한국마사회 승마(승마시설명, 위치, 연락처, 승용마 정보 등) 데이터를 제공합니다.",1800,말산업,,,,Y,,,,,201410120012,한국마사회,,,,,,,,,,,,,,,,,,,,,open,212,,0,,
767,768,1054,,,,2019.02.11,,,,,,20190211000000001035,농촌진흥청 농작업달력 정보,농촌진흥청 농작업달력 정보,,"작묵별 농작업 일정 정보를 달력 형태의 디자인으로 제공하여 쉽게 직관적으로 정보를 확인할 수 있는 정보 제공 기능
",1910,농축산기술 > 영농,,,,,Y,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,9,,0,,
768,769,1054,,,,2019.10.10,,,,,,20191010000000001099,2014년 6차산업 인증 사업자 현황,농림축산식품부_6차산업 인증사업자 현황 정보,,경쟁력있는 6차사업 주체로 육성하기 위해 인증한 6차산업 예비인증 사업자 현황,2107,식품산업 > 6차산업,,,Y,,,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,18,,0,,
769,770,1054,,,,2019.10.10,,,,,,20191010000000001104,농림축산식품부_AI백서(2014/15년),농림축산식품부_AI백서,,농림축산식품부에서 발행한 고병원성조류인플루엔자(AI) 발생에 따른 백서입니다.,1910,농축산기술 > 영농,,,,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,26,,0,,
